SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE
50,10,5,Delaware,Sussex County,4,12,14753,6910,7843
50,10,5,Delaware,Sussex County,4,13,16551,7750,8801
50,10,5,Delaware,Sussex County,4,14,14514,6921,7593
50,10,5,Delaware,Sussex County,4,15,10993,5308,5685
50,10,5,Delaware,Sussex County,4,16,7842,3736,4106
50,10,5,Delaware,Sussex County,4,17,5348,2451,2897
50,10,5,Delaware,Sussex County,4,18,4320,1467,2853
50,10,5,Delaware,Sussex County,5,0,203039,98929,104110
50,10,5,Delaware,Sussex County,5,1,11531,5935,5596
50,10,5,Delaware,Sussex County,5,2,11486,5793,5693
50,10,5,Delaware,Sussex County,5,3,11112,5693,5419
50,10,5,Delaware,Sussex County,5,4,10586,5407,5179
50,10,5,Delaware,Sussex County,5,5,10659,5479,5180
50,10,5,Delaware,Sussex County,5,6,10718,5456,5262
50,10,5,Delaware,Sussex County,5,7,10551,5322,5229
50,10,5,Delaware,Sussex County,5,8,9800,4751,5049
50,10,5,Delaware,Sussex County,5,9,11424,5648,5776
50,10,5,Delaware,Sussex County,5,10,13391,6581,6810
50,10,5,Delaware,Sussex County,5,11,14742,7104,7638
50,10,5,Delaware,Sussex County,5,12,15071,7021,8050
50,10,5,Delaware,Sussex County,5,13,16258,7519,8739
50,10,5,Delaware,Sussex County,5,14,15837,7572,8265
50,10,5,Delaware,Sussex County,5,15,11780,5678,6102
50,10,5,Delaware,Sussex County,5,16,8021,3847,4174
50,10,5,Delaware,Sussex County,5,17,5516,2550,2966
50,10,5,Delaware,Sussex County,5,18,4556,1573,2983
50,10,5,Delaware,Sussex County,6,0,206226,100177,106049
50,10,5,Delaware,Sussex County,6,1,11334,5769,5565
50,10,5,Delaware,Sussex County,6,2,11690,5905,5785
50,10,5,Delaware,Sussex County,6,3,11121,5697,5424
50,10,5,Delaware,Sussex County,6,4,10381,5329,5052
50,10,5,Delaware,Sussex County,6,5,10812,5568,5244
50,10,5,Delaware,Sussex County,6,6,10835,5416,5419
50,10,5,Delaware,Sussex County,6,7,10666,5359,5307
50,10,5,Delaware,Sussex County,6,8,9773,4761,5012
50,10,5,Delaware,Sussex County,6,9,11349,5591,5758
50,10,5,Delaware,Sussex County,6,10,12929,6353,6576
50,10,5,Delaware,Sussex County,6,11,14790,7153,7637
50,10,5,Delaware,Sussex County,6,12,15454,7167,8287
50,10,5,Delaware,Sussex County,6,13,16510,7568,8942
50,10,5,Delaware,Sussex County,6,14,16797,7964,8833
50,10,5,Delaware,Sussex County,6,15,12850,6169,6681
50,10,5,Delaware,Sussex County,6,16,8468,4086,4382
50,10,5,Delaware,Sussex County,6,17,5653,2620,3033
50,10,5,Delaware,Sussex County,6,18,4814,1702,3112
50,10,5,Delaware,Sussex County,7,0,210287,101940,108347
50,10,5,Delaware,Sussex County,7,1,11310,5713,5597
50,10,5,Delaware,Sussex County,7,2,11899,5972,5927
50,10,5,Delaware,Sussex County,7,3,11257,5766,5491
50,10,5,Delaware,Sussex County,7,4,10265,5308,4957
50,10,5,Delaware,Sussex County,7,5,11069,5721,5348
50,10,5,Delaware,Sussex County,7,6,10941,5432,5509
50,10,5,Delaware,Sussex County,7,7,10819,5408,5411
50,10,5,Delaware,Sussex County,7,8,10022,4931,5091
50,10,5,Delaware,Sussex County,7,9,11115,5419,5696
50,10,5,Delaware,Sussex County,7,10,12490,6070,6420
50,10,5,Delaware,Sussex County,7,11,14887,7177,7710
50,10,5,Delaware,Sussex County,7,12,15780,7329,8451
50,10,5,Delaware,Sussex County,7,13,17165,7870,9295
50,10,5,Delaware,Sussex County,7,14,17840,8426,9414
50,10,5,Delaware,Sussex County,7,15,13635,6554,7081
50,10,5,Delaware,Sussex County,7,16,9044,4360,4684
50,10,5,Delaware,Sussex County,7,17,5766,2655,3111
50,10,5,Delaware,Sussex County,7,18,4983,1829,3154
50,10,5,Delaware,Sussex County,8,0,214626,103992,110634
50,10,5,Delaware,Sussex County,8,1,11226,5625,5601
50,10,5,Delaware,Sussex County,8,2,11952,6044,5908
50,10,5,Delaware,Sussex County,8,3,11559,5912,5647
50,10,5,Delaware,Sussex County,8,4,10378,5381,4997
50,10,5,Delaware,Sussex County,8,5,10920,5674,5246
50,10,5,Delaware,Sussex County,8,6,11187,5521,5666
50,10,5,Delaware,Sussex County,8,7,11169,5606,5563
50,10,5,Delaware,Sussex County,8,8,10223,5081,5142
50,10,5,Delaware,Sussex County,8,9,10845,5280,5565
50,10,5,Delaware,Sussex County,8,10,12343,5994,6349
50,10,5,Delaware,Sussex County,8,11,14901,7149,7752
50,10,5,Delaware,Sussex County,8,12,16285,7578,8707
50,10,5,Delaware,Sussex County,8,13,17670,8051,9619
50,10,5,Delaware,Sussex County,8,14,19065,8971,10094
50,10,5,Delaware,Sussex County,8,15,14325,6889,7436
50,10,5,Delaware,Sussex County,8,16,9467,4564,4903
50,10,5,Delaware,Sussex County,8,17,5936,2712,3224
50,10,5,Delaware,Sussex County,8,18,5175,1960,3215
50,10,5,Delaware,Sussex County,9,0,219285,106112,113173
50,10,5,Delaware,Sussex County,9,1,11278,5597,5681
50,10,5,Delaware,Sussex County,9,2,11972,6057,5915
50,10,5,Delaware,Sussex County,9,3,11769,5999,5770
50,10,5,Delaware,Sussex County,9,4,10514,5426,5088
50,10,5,Delaware,Sussex County,9,5,10656,5541,5115
50,10,5,Delaware,Sussex County,9,6,11498,5747,5751
50,10,5,Delaware,Sussex County,9,7,11258,5640,5618
50,10,5,Delaware,Sussex County,9,8,10613,5257,5356
50,10,5,Delaware,Sussex County,9,9,10489,5110,5379
50,10,5,Delaware,Sussex County,9,10,12325,6000,6325
50,10,5,Delaware,Sussex County,9,11,14726,7106,7620
50,10,5,Delaware,Sussex County,9,12,16712,7720,8992
50,10,5,Delaware,Sussex County,9,13,18359,8337,10022
50,10,5,Delaware,Sussex County,9,14,20410,9542,10868
50,10,5,Delaware,Sussex County,9,15,15079,7272,7807
50,10,5,Delaware,Sussex County,9,16,10034,4835,5199
50,10,5,Delaware,Sussex County,9,17,6132,2831,3301
50,10,5,Delaware,Sussex County,9,18,5461,2095,3366
50,10,5,Delaware,Sussex County,10,0,224214,108470,115744
50,10,5,Delaware,Sussex County,10,1,11355,5631,5724
50,10,5,Delaware,Sussex County,10,2,11909,6082,5827
50,10,5,Delaware,Sussex County,10,3,11961,6045,5916
50,10,5,Delaware,Sussex County,10,4,10739,5574,5165
50,10,5,Delaware,Sussex County,10,5,10511,5475,5036
50,10,5,Delaware,Sussex County,10,6,11863,5980,5883
50,10,5,Delaware,Sussex County,10,7,11305,5650,5655
50,10,5,Delaware,Sussex County,10,8,10970,5435,5535
50,10,5,Delaware,Sussex County,10,9,10378,5019,5359
50,10,5,Delaware,Sussex County,10,10,12229,5994,6235
50,10,5,Delaware,Sussex County,10,11,14575,7006,7569
50,10,5,Delaware,Sussex County,10,12,17020,7888,9132
50,10,5,Delaware,Sussex County,10,13,19170,8689,10481
50,10,5,Delaware,Sussex County,10,14,20735,9651,11084
50,10,5,Delaware,Sussex County,10,15,16893,8126,8767
50,10,5,Delaware,Sussex County,10,16,10660,5142,5518
50,10,5,Delaware,Sussex County,10,17,6314,2954,3360
50,10,5,Delaware,Sussex County,10,18,5627,2129,3498
50,10,5,Delaware,Sussex County,11,0,229286,110781,118505
50,10,5,Delaware,Sussex County,11,1,11499,5705,5794
50,10,5,Delaware,Sussex County,11,2,11850,6068,5782
50,10,5,Delaware,Sussex County,11,3,12233,6182,6051
50,10,5,Delaware,Sussex County,11,4,10846,5614,5232
50,10,5,Delaware,Sussex County,11,5,10315,5385,4930
50,10,5,Delaware,Sussex County,11,6,12078,6122,5956
50,10,5,Delaware,Sussex County,11,7,11340,5585,5755
50,10,5,Delaware,Sussex County,11,8,11242,5579,5663
50,10,5,Delaware,Sussex County,11,9,10360,4988,5372
50,10,5,Delaware,Sussex County,11,10,12177,5933,6244
50,10,5,Delaware,Sussex County,11,11,14306,6864,7442
50,10,5,Delaware,Sussex County,11,12,17334,8051,9283
50,10,5,Delaware,Sussex County,11,13,20131,9108,11023
50,10,5,Delaware,Sussex County,11,14,21496,10029,11467
50,10,5,Delaware,Sussex County,11,15,18055,8666,9389
50,10,5,Delaware,Sussex County,11,16,11631,5613,6018
50,10,5,Delaware,Sussex County,11,17,6641,3120,3521
50,10,5,Delaware,Sussex County,11,18,5752,2169,3583
