,STATE,STNAME,COUNTY,CTYNAME,YEAR,AGEGRP,TOT_MALE,TOT_FEMALE,TOT_POP,Year
5013,1,Alabama,47,Dallas County,11,16,524,696,1220,2018
5014,1,Alabama,47,Dallas County,11,17,325,537,862,2018
5015,1,Alabama,47,Dallas County,11,18,193,508,701,2018
5207,1,Alabama,49,DeKalb County,11,1,2210,2027,4237,2018
5208,1,Alabama,49,DeKalb County,11,2,2377,2315,4692,2018
5209,1,Alabama,49,DeKalb County,11,3,2674,2539,5213,2018
5210,1,Alabama,49,DeKalb County,11,4,2513,2283,4796,2018
5211,1,Alabama,49,DeKalb County,11,5,2130,1928,4058,2018
5212,1,Alabama,49,DeKalb County,11,6,2289,2253,4542,2018
5213,1,Alabama,49,DeKalb County,11,7,2033,1930,3963,2018
5214,1,Alabama,49,DeKalb County,11,8,2097,2159,4256,2018
5215,1,Alabama,49,DeKalb County,11,9,2254,2251,4505,2018
5216,1,Alabama,49,DeKalb County,11,10,2450,2389,4839,2018
5217,1,Alabama,49,DeKalb County,11,11,2295,2347,4642,2018
5218,1,Alabama,49,DeKalb County,11,12,2362,2393,4755,2018
5219,1,Alabama,49,DeKalb County,11,13,2215,2350,4565,2018
5220,1,Alabama,49,DeKalb County,11,14,1922,2108,4030,2018
5221,1,Alabama,49,DeKalb County,11,15,1584,1761,3345,2018
5222,1,Alabama,49,DeKalb County,11,16,1028,1251,2279,2018
5223,1,Alabama,49,DeKalb County,11,17,597,864,1461,2018
5224,1,Alabama,49,DeKalb County,11,18,398,809,1207,2018
5416,1,Alabama,51,Elmore County,11,1,2387,2326,4713,2018
5417,1,Alabama,51,Elmore County,11,2,2604,2318,4922,2018
5418,1,Alabama,51,Elmore County,11,3,2625,2639,5264,2018
5419,1,Alabama,51,Elmore County,11,4,2630,2465,5095,2018
5420,1,Alabama,51,Elmore County,11,5,2617,2437,5054,2018
5421,1,Alabama,51,Elmore County,11,6,2979,3110,6089,2018
5422,1,Alabama,51,Elmore County,11,7,2611,2867,5478,2018
5423,1,Alabama,51,Elmore County,11,8,2596,2933,5529,2018
5424,1,Alabama,51,Elmore County,11,9,2500,2802,5302,2018
5425,1,Alabama,51,Elmore County,11,10,2659,3042,5701,2018
5426,1,Alabama,51,Elmore County,11,11,2682,2889,5571,2018
5427,1,Alabama,51,Elmore County,11,12,2677,2954,5631,2018
5428,1,Alabama,51,Elmore County,11,13,2426,2712,5138,2018
5429,1,Alabama,51,Elmore County,11,14,1911,2202,4113,2018
5430,1,Alabama,51,Elmore County,11,15,1627,1805,3432,2018
5431,1,Alabama,51,Elmore County,11,16,1087,1239,2326,2018
5432,1,Alabama,51,Elmore County,11,17,606,759,1365,2018
5433,1,Alabama,51,Elmore County,11,18,361,803,1164,2018
5625,1,Alabama,53,Escambia County,11,1,1111,1076,2187,2018
5626,1,Alabama,53,Escambia County,11,2,1192,1147,2339,2018
5627,1,Alabama,53,Escambia County,11,3,1126,1158,2284,2018
5628,1,Alabama,53,Escambia County,11,4,1041,1102,2143,2018
5629,1,Alabama,53,Escambia County,11,5,1138,938,2076,2018
5630,1,Alabama,53,Escambia County,11,6,1504,1177,2681,2018
5631,1,Alabama,53,Escambia County,11,7,1313,978,2291,2018
5632,1,Alabama,53,Escambia County,11,8,1293,1022,2315,2018
5633,1,Alabama,53,Escambia County,11,9,1257,1002,2259,2018
5634,1,Alabama,53,Escambia County,11,10,1298,1138,2436,2018
5635,1,Alabama,53,Escambia County,11,11,1248,1092,2340,2018
5636,1,Alabama,53,Escambia County,11,12,1250,1273,2523,2018
5637,1,Alabama,53,Escambia County,11,13,1074,1204,2278,2018
5638,1,Alabama,53,Escambia County,11,14,921,1120,2041,2018
5639,1,Alabama,53,Escambia County,11,15,778,967,1745,2018
5640,1,Alabama,53,Escambia County,11,16,548,761,1309,2018
5641,1,Alabama,53,Escambia County,11,17,318,500,818,2018
5642,1,Alabama,53,Escambia County,11,18,218,465,683,2018
5834,1,Alabama,55,Etowah County,11,1,3058,2844,5902,2018
5835,1,Alabama,55,Etowah County,11,2,3107,2827,5934,2018
5836,1,Alabama,55,Etowah County,11,3,3077,3045,6122,2018
5837,1,Alabama,55,Etowah County,11,4,3255,3066,6321,2018
5838,1,Alabama,55,Etowah County,11,5,3144,2976,6120,2018
5839,1,Alabama,55,Etowah County,11,6,3331,3377,6708,2018
5840,1,Alabama,55,Etowah County,11,7,2796,2915,5711,2018
5841,1,Alabama,55,Etowah County,11,8,2939,3202,6141,2018
5842,1,Alabama,55,Etowah County,11,9,2956,3190,6146,2018
5843,1,Alabama,55,Etowah County,11,10,3521,3640,7161,2018
5844,1,Alabama,55,Etowah County,11,11,3286,3427,6713,2018
5845,1,Alabama,55,Etowah County,11,12,3373,3640,7013,2018
5846,1,Alabama,55,Etowah County,11,13,3323,3699,7022,2018
5847,1,Alabama,55,Etowah County,11,14,2964,3460,6424,2018
5848,1,Alabama,55,Etowah County,11,15,2403,2804,5207,2018
5849,1,Alabama,55,Etowah County,11,16,1542,2063,3605,2018
5850,1,Alabama,55,Etowah County,11,17,942,1326,2268,2018
5851,1,Alabama,55,Etowah County,11,18,636,1347,1983,2018
6043,1,Alabama,57,Fayette County,11,1,465,456,921,2018
6044,1,Alabama,57,Fayette County,11,2,500,457,957,2018
6045,1,Alabama,57,Fayette County,11,3,512,490,1002,2018
6046,1,Alabama,57,Fayette County,11,4,496,445,941,2018
6047,1,Alabama,57,Fayette County,11,5,489,462,951,2018
6048,1,Alabama,57,Fayette County,11,6,531,484,1015,2018
6049,1,Alabama,57,Fayette County,11,7,412,459,871,2018
6050,1,Alabama,57,Fayette County,11,8,468,438,906,2018
6051,1,Alabama,57,Fayette County,11,9,441,465,906,2018
6052,1,Alabama,57,Fayette County,11,10,527,561,1088,2018
6053,1,Alabama,57,Fayette County,11,11,506,533,1039,2018
6054,1,Alabama,57,Fayette County,11,12,595,601,1196,2018
6055,1,Alabama,57,Fayette County,11,13,561,607,1168,2018
6056,1,Alabama,57,Fayette County,11,14,504,586,1090,2018
6057,1,Alabama,57,Fayette County,11,15,398,499,897,2018
6058,1,Alabama,57,Fayette County,11,16,308,390,698,2018
6059,1,Alabama,57,Fayette County,11,17,194,253,447,2018
6060,1,Alabama,57,Fayette County,11,18,116,224,340,2018
6252,1,Alabama,59,Franklin County,11,1,1078,1006,2084,2018
6253,1,Alabama,59,Franklin County,11,2,1077,1021,2098,2018
6254,1,Alabama,59,Franklin County,11,3,1105,1082,2187,2018
6255,1,Alabama,59,Franklin County,11,4,1082,946,2028,2018
6256,1,Alabama,59,Franklin County,11,5,995,832,1827,2018
6257,1,Alabama,59,Franklin County,11,6,1104,990,2094,2018
6258,1,Alabama,59,Franklin County,11,7,960,833,1793,2018
6259,1,Alabama,59,Franklin County,11,8,962,899,1861,2018
6260,1,Alabama,59,Franklin County,11,9,1059,958,2017,2018
6261,1,Alabama,59,Franklin County,11,10,1112,1012,2124,2018
6262,1,Alabama,59,Franklin County,11,11,1016,1015,2031,2018
6263,1,Alabama,59,Franklin County,11,12,999,1011,2010,2018
6264,1,Alabama,59,Franklin County,11,13,923,990,1913,2018
6265,1,Alabama,59,Franklin County,11,14,764,877,1641,2018
6266,1,Alabama,59,Franklin County,11,15,653,711,1364,2018
6267,1,Alabama,59,Franklin County,11,16,428,597,1025,2018
6268,1,Alabama,59,Franklin County,11,17,297,404,701,2018
6269,1,Alabama,59,Franklin County,11,18,209,356,565,2018
6461,1,Alabama,61,Geneva County,11,1,707,715,1422,2018
6462,1,Alabama,61,Geneva County,11,2,800,759,1559,2018
6463,1,Alabama,61,Geneva County,11,3,868,833,1701,2018
6464,1,Alabama,61,Geneva County,11,4,852,783,1635,2018
6465,1,Alabama,61,Geneva County,11,5,680,642,1322,2018
6466,1,Alabama,61,Geneva County,11,6,769,768,1537,2018
6467,1,Alabama,61,Geneva County,11,7,678,759,1437,2018
6468,1,Alabama,61,Geneva County,11,8,763,753,1516,2018
6469,1,Alabama,61,Geneva County,11,9,735,776,1511,2018
6470,1,Alabama,61,Geneva County,11,10,821,917,1738,2018
6471,1,Alabama,61,Geneva County,11,11,949,871,1820,2018
6472,1,Alabama,61,Geneva County,11,12,871,936,1807,2018
6473,1,Alabama,61,Geneva County,11,13,970,998,1968,2018
6474,1,Alabama,61,Geneva County,11,14,816,859,1675,2018
6475,1,Alabama,61,Geneva County,11,15,684,737,1421,2018
6476,1,Alabama,61,Geneva County,11,16,426,567,993,2018
6477,1,Alabama,61,Geneva County,11,17,257,417,674,2018
6478,1,Alabama,61,Geneva County,11,18,200,378,578,2018
6670,1,Alabama,63,Greene County,11,1,241,234,475,2018
6671,1,Alabama,63,Greene County,11,2,277,241,518,2018
6672,1,Alabama,63,Greene County,11,3,256,259,515,2018
6673,1,Alabama,63,Greene County,11,4,236,247,483,2018
6674,1,Alabama,63,Greene County,11,5,232,233,465,2018
6675,1,Alabama,63,Greene County,11,6,273,258,531,2018
6676,1,Alabama,63,Greene County,11,7,215,206,421,2018
6677,1,Alabama,63,Greene County,11,8,206,239,445,2018
6678,1,Alabama,63,Greene County,11,9,191,193,384,2018
6679,1,Alabama,63,Greene County,11,10,194,220,414,2018
6680,1,Alabama,63,Greene County,11,11,209,272,481,2018
6681,1,Alabama,63,Greene County,11,12,275,342,617,2018
6682,1,Alabama,63,Greene County,11,13,298,349,647,2018
6683,1,Alabama,63,Greene County,11,14,290,350,640,2018
6684,1,Alabama,63,Greene County,11,15,179,253,432,2018
6685,1,Alabama,63,Greene County,11,16,147,171,318,2018
6686,1,Alabama,63,Greene County,11,17,93,113,206,2018
6687,1,Alabama,63,Greene County,11,18,75,166,241,2018
6879,1,Alabama,65,Hale County,11,1,539,440,979,2018
6880,1,Alabama,65,Hale County,11,2,467,442,909,2018
6881,1,Alabama,65,Hale County,11,3,498,458,956,2018
6882,1,Alabama,65,Hale County,11,4,461,449,910,2018
6883,1,Alabama,65,Hale County,11,5,429,504,933,2018
6884,1,Alabama,65,Hale County,11,6,477,474,951,2018
6885,1,Alabama,65,Hale County,11,7,375,408,783,2018
6886,1,Alabama,65,Hale County,11,8,369,471,840,2018
6887,1,Alabama,65,Hale County,11,9,352,443,795,2018
6888,1,Alabama,65,Hale County,11,10,389,417,806,2018
6889,1,Alabama,65,Hale County,11,11,405,511,916,2018
6890,1,Alabama,65,Hale County,11,12,517,589,1106,2018
6891,1,Alabama,65,Hale County,11,13,482,531,1013,2018
6892,1,Alabama,65,Hale County,11,14,455,468,923,2018
6893,1,Alabama,65,Hale County,11,15,341,374,715,2018
6894,1,Alabama,65,Hale County,11,16,216,270,486,2018
6895,1,Alabama,65,Hale County,11,17,130,225,355,2018
6896,1,Alabama,65,Hale County,11,18,106,244,350,2018
7088,1,Alabama,67,Henry County,11,1,485,430,915,2018
7089,1,Alabama,67,Henry County,11,2,456,470,926,2018
7090,1,Alabama,67,Henry County,11,3,566,494,1060,2018
7091,1,Alabama,67,Henry County,11,4,505,485,990,2018
7092,1,Alabama,67,Henry County,11,5,463,388,851,2018
7093,1,Alabama,67,Henry County,11,6,472,489,961,2018
7094,1,Alabama,67,Henry County,11,7,431,460,891,2018
7095,1,Alabama,67,Henry County,11,8,494,529,1023,2018
7096,1,Alabama,67,Henry County,11,9,502,526,1028,2018
7097,1,Alabama,67,Henry County,11,10,543,586,1129,2018
7098,1,Alabama,67,Henry County,11,11,555,580,1135,2018
7099,1,Alabama,67,Henry County,11,12,521,591,1112,2018
7100,1,Alabama,67,Henry County,11,13,596,682,1278,2018
7101,1,Alabama,67,Henry County,11,14,574,716,1290,2018
7102,1,Alabama,67,Henry County,11,15,513,559,1072,2018
7103,1,Alabama,67,Henry County,11,16,305,357,662,2018
7104,1,Alabama,67,Henry County,11,17,206,257,463,2018
7105,1,Alabama,67,Henry County,11,18,113,310,423,2018
7297,1,Alabama,69,Houston County,11,1,3315,3035,6350,2018
7298,1,Alabama,69,Houston County,11,2,3363,3165,6528,2018
7299,1,Alabama,69,Houston County,11,3,3616,3271,6887,2018
7300,1,Alabama,69,Houston County,11,4,3373,3233,6606,2018
7301,1,Alabama,69,Houston County,11,5,2920,2914,5834,2018
7302,1,Alabama,69,Houston County,11,6,3361,3619,6980,2018
7303,1,Alabama,69,Houston County,11,7,3198,3470,6668,2018
7304,1,Alabama,69,Houston County,11,8,3190,3444,6634,2018
7305,1,Alabama,69,Houston County,11,9,2894,3350,6244,2018
7306,1,Alabama,69,Houston County,11,10,3214,3518,6732,2018
7307,1,Alabama,69,Houston County,11,11,3278,3474,6752,2018
7308,1,Alabama,69,Houston County,11,12,3364,3803,7167,2018
7309,1,Alabama,69,Houston County,11,13,3144,3557,6701,2018
7310,1,Alabama,69,Houston County,11,14,2721,3215,5936,2018
7311,1,Alabama,69,Houston County,11,15,2285,2700,4985,2018
7312,1,Alabama,69,Houston County,11,16,1448,1925,3373,2018
7313,1,Alabama,69,Houston County,11,17,917,1391,2308,2018
7314,1,Alabama,69,Houston County,11,18,685,1352,2037,2018
7506,1,Alabama,71,Jackson County,11,1,1442,1334,2776,2018
7507,1,Alabama,71,Jackson County,11,2,1517,1339,2856,2018
7508,1,Alabama,71,Jackson County,11,3,1664,1487,3151,2018
7509,1,Alabama,71,Jackson County,11,4,1592,1515,3107,2018
7510,1,Alabama,71,Jackson County,11,5,1383,1362,2745,2018
7511,1,Alabama,71,Jackson County,11,6,1627,1592,3219,2018
7512,1,Alabama,71,Jackson County,11,7,1314,1331,2645,2018
7513,1,Alabama,71,Jackson County,11,8,1406,1585,2991,2018
7514,1,Alabama,71,Jackson County,11,9,1583,1625,3208,2018
7515,1,Alabama,71,Jackson County,11,10,1794,1724,3518,2018
7516,1,Alabama,71,Jackson County,11,11,1704,1738,3442,2018
7517,1,Alabama,71,Jackson County,11,12,1835,1928,3763,2018
7518,1,Alabama,71,Jackson County,11,13,1914,2028,3942,2018
7519,1,Alabama,71,Jackson County,11,14,1543,1723,3266,2018
7520,1,Alabama,71,Jackson County,11,15,1280,1534,2814,2018
7521,1,Alabama,71,Jackson County,11,16,953,1091,2044,2018
7522,1,Alabama,71,Jackson County,11,17,520,772,1292,2018
7523,1,Alabama,71,Jackson County,11,18,319,638,957,2018
7715,1,Alabama,73,Jefferson County,11,1,21278,20604,41882,2018
7716,1,Alabama,73,Jefferson County,11,2,21557,20427,41984,2018
7717,1,Alabama,73,Jefferson County,11,3,21167,20746,41913,2018
7718,1,Alabama,73,Jefferson County,11,4,20365,20545,40910,2018
7719,1,Alabama,73,Jefferson County,11,5,20402,21272,41674,2018
7720,1,Alabama,73,Jefferson County,11,6,24187,25994,50181,2018
7721,1,Alabama,73,Jefferson County,11,7,21677,24067,45744,2018
7722,1,Alabama,73,Jefferson County,11,8,20763,23083,43846,2018
7723,1,Alabama,73,Jefferson County,11,9,18730,20891,39621,2018
7724,1,Alabama,73,Jefferson County,11,10,19460,21140,40600,2018
7725,1,Alabama,73,Jefferson County,11,11,18738,21029,39767,2018
7726,1,Alabama,73,Jefferson County,11,12,20513,23489,44002,2018
7727,1,Alabama,73,Jefferson County,11,13,19337,23292,42629,2018
7728,1,Alabama,73,Jefferson County,11,14,16204,19789,35993,2018
7729,1,Alabama,73,Jefferson County,11,15,11322,14270,25592,2018
7730,1,Alabama,73,Jefferson County,11,16,7178,10234,17412,2018
7731,1,Alabama,73,Jefferson County,11,17,4555,7552,12107,2018
7732,1,Alabama,73,Jefferson County,11,18,4158,9285,13443,2018
7924,1,Alabama,75,Lamar County,11,1,383,360,743,2018
7925,1,Alabama,75,Lamar County,11,2,378,377,755,2018
7926,1,Alabama,75,Lamar County,11,3,461,455,916,2018
7927,1,Alabama,75,Lamar County,11,4,451,378,829,2018
7928,1,Alabama,75,Lamar County,11,5,361,346,707,2018
7929,1,Alabama,75,Lamar County,11,6,374,382,756,2018
7930,1,Alabama,75,Lamar County,11,7,350,390,740,2018
7931,1,Alabama,75,Lamar County,11,8,358,373,731,2018
7932,1,Alabama,75,Lamar County,11,9,406,429,835,2018
7933,1,Alabama,75,Lamar County,11,10,471,457,928,2018
7934,1,Alabama,75,Lamar County,11,11,439,445,884,2018
7935,1,Alabama,75,Lamar County,11,12,511,508,1019,2018
7936,1,Alabama,75,Lamar County,11,13,485,518,1003,2018
7937,1,Alabama,75,Lamar County,11,14,434,414,848,2018
7938,1,Alabama,75,Lamar County,11,15,376,424,800,2018
7939,1,Alabama,75,Lamar County,11,16,261,337,598,2018
7940,1,Alabama,75,Lamar County,11,17,167,259,426,2018
7941,1,Alabama,75,Lamar County,11,18,101,225,326,2018
8133,1,Alabama,77,Lauderdale County,11,1,2456,2278,4734,2018
8134,1,Alabama,77,Lauderdale County,11,2,2481,2355,4836,2018
8135,1,Alabama,77,Lauderdale County,11,3,2627,2698,5325,2018
8136,1,Alabama,77,Lauderdale County,11,4,3016,3000,6016,2018
8137,1,Alabama,77,Lauderdale County,11,5,3723,3945,7668,2018
8138,1,Alabama,77,Lauderdale County,11,6,2981,2924,5905,2018
8139,1,Alabama,77,Lauderdale County,11,7,2582,2520,5102,2018
8140,1,Alabama,77,Lauderdale County,11,8,2473,2639,5112,2018
8141,1,Alabama,77,Lauderdale County,11,9,2357,2458,4815,2018
8142,1,Alabama,77,Lauderdale County,11,10,2795,2943,5738,2018
8143,1,Alabama,77,Lauderdale County,11,11,2841,3078,5919,2018
8144,1,Alabama,77,Lauderdale County,11,12,2996,3264,6260,2018
8145,1,Alabama,77,Lauderdale County,11,13,2977,3417,6394,2018
8146,1,Alabama,77,Lauderdale County,11,14,2665,3081,5746,2018
8147,1,Alabama,77,Lauderdale County,11,15,2193,2656,4849,2018
8148,1,Alabama,77,Lauderdale County,11,16,1547,2014,3561,2018
8149,1,Alabama,77,Lauderdale County,11,17,923,1389,2312,2018
8150,1,Alabama,77,Lauderdale County,11,18,694,1401,2095,2018
8342,1,Alabama,79,Lawrence County,11,1,940,870,1810,2018
8343,1,Alabama,79,Lawrence County,11,2,983,974,1957,2018
8344,1,Alabama,79,Lawrence County,11,3,1078,1028,2106,2018
8345,1,Alabama,79,Lawrence County,11,4,991,921,1912,2018
8346,1,Alabama,79,Lawrence County,11,5,902,878,1780,2018
8347,1,Alabama,79,Lawrence County,11,6,1089,1047,2136,2018
8348,1,Alabama,79,Lawrence County,11,7,890,939,1829,2018
8349,1,Alabama,79,Lawrence County,11,8,864,953,1817,2018
8350,1,Alabama,79,Lawrence County,11,9,933,949,1882,2018
8351,1,Alabama,79,Lawrence County,11,10,1109,1154,2263,2018
8352,1,Alabama,79,Lawrence County,11,11,1194,1248,2442,2018
8353,1,Alabama,79,Lawrence County,11,12,1232,1340,2572,2018
8354,1,Alabama,79,Lawrence County,11,13,1096,1204,2300,2018
8355,1,Alabama,79,Lawrence County,11,14,927,1034,1961,2018
8356,1,Alabama,79,Lawrence County,11,15,760,945,1705,2018
8357,1,Alabama,79,Lawrence County,11,16,580,645,1225,2018
8358,1,Alabama,79,Lawrence County,11,17,292,410,702,2018
8359,1,Alabama,79,Lawrence County,11,18,187,371,558,2018
8551,1,Alabama,81,Lee County,11,1,4934,4695,9629,2018
8552,1,Alabama,81,Lee County,11,2,4856,4695,9551,2018
8553,1,Alabama,81,Lee County,11,3,5163,4880,10043,2018
8554,1,Alabama,81,Lee County,11,4,6641,6714,13355,2018
8555,1,Alabama,81,Lee County,11,5,11495,10381,21876,2018
8556,1,Alabama,81,Lee County,11,6,6409,6297,12706,2018
8557,1,Alabama,81,Lee County,11,7,5062,5485,10547,2018
8558,1,Alabama,81,Lee County,11,8,5029,5352,10381,2018
8559,1,Alabama,81,Lee County,11,9,4510,4851,9361,2018
8560,1,Alabama,81,Lee County,11,10,4783,5221,10004,2018
8561,1,Alabama,81,Lee County,11,11,4561,4763,9324,2018
8562,1,Alabama,81,Lee County,11,12,4597,4831,9428,2018
8563,1,Alabama,81,Lee County,11,13,3866,4389,8255,2018
8564,1,Alabama,81,Lee County,11,14,3169,3681,6850,2018
8565,1,Alabama,81,Lee County,11,15,2494,2816,5310,2018
8566,1,Alabama,81,Lee County,11,16,1524,1885,3409,2018
8567,1,Alabama,81,Lee County,11,17,923,1188,2111,2018
8568,1,Alabama,81,Lee County,11,18,623,1178,1801,2018
8760,1,Alabama,83,Limestone County,11,1,2760,2633,5393,2018
8761,1,Alabama,83,Limestone County,11,2,2949,3019,5968,2018
8762,1,Alabama,83,Limestone County,11,3,3239,3149,6388,2018
8763,1,Alabama,83,Limestone County,11,4,3105,2902,6007,2018
8764,1,Alabama,83,Limestone County,11,5,2702,2481,5183,2018
8765,1,Alabama,83,Limestone County,11,6,3210,2977,6187,2018
8766,1,Alabama,83,Limestone County,11,7,3234,3118,6352,2018
8767,1,Alabama,83,Limestone County,11,8,3456,3196,6652,2018
8768,1,Alabama,83,Limestone County,11,9,3319,3109,6428,2018
8769,1,Alabama,83,Limestone County,11,10,3533,3436,6969,2018
8770,1,Alabama,83,Limestone County,11,11,3603,3509,7112,2018
8771,1,Alabama,83,Limestone County,11,12,3600,3431,7031,2018
8772,1,Alabama,83,Limestone County,11,13,2878,3018,5896,2018
8773,1,Alabama,83,Limestone County,11,14,2369,2476,4845,2018
8774,1,Alabama,83,Limestone County,11,15,1820,2157,3977,2018
8775,1,Alabama,83,Limestone County,11,16,1212,1481,2693,2018
8776,1,Alabama,83,Limestone County,11,17,725,977,1702,2018
8777,1,Alabama,83,Limestone County,11,18,442,949,1391,2018
8969,1,Alabama,85,Lowndes County,11,1,311,303,614,2018
8970,1,Alabama,85,Lowndes County,11,2,316,346,662,2018
8971,1,Alabama,85,Lowndes County,11,3,289,317,606,2018
8972,1,Alabama,85,Lowndes County,11,4,293,265,558,2018
8973,1,Alabama,85,Lowndes County,11,5,285,290,575,2018
8974,1,Alabama,85,Lowndes County,11,6,329,382,711,2018
8975,1,Alabama,85,Lowndes County,11,7,260,273,533,2018
8976,1,Alabama,85,Lowndes County,11,8,261,300,561,2018
8977,1,Alabama,85,Lowndes County,11,9,241,262,503,2018
8978,1,Alabama,85,Lowndes County,11,10,268,312,580,2018
8979,1,Alabama,85,Lowndes County,11,11,324,366,690,2018
8980,1,Alabama,85,Lowndes County,11,12,344,425,769,2018
8981,1,Alabama,85,Lowndes County,11,13,359,373,732,2018
8982,1,Alabama,85,Lowndes County,11,14,267,312,579,2018
8983,1,Alabama,85,Lowndes County,11,15,205,285,490,2018
8984,1,Alabama,85,Lowndes County,11,16,167,209,376,2018
8985,1,Alabama,85,Lowndes County,11,17,90,130,220,2018
8986,1,Alabama,85,Lowndes County,11,18,61,154,215,2018
9178,1,Alabama,87,Macon County,11,1,425,430,855,2018
9179,1,Alabama,87,Macon County,11,2,425,414,839,2018
9180,1,Alabama,87,Macon County,11,3,414,424,838,2018
9181,1,Alabama,87,Macon County,11,4,774,895,1669,2018
9182,1,Alabama,87,Macon County,11,5,968,1227,2195,2018
9183,1,Alabama,87,Macon County,11,6,600,642,1242,2018
9184,1,Alabama,87,Macon County,11,7,378,459,837,2018
